2.2099,-2.1738
2.2922,-0.45913
2.3794,-1.6077
2.5621,-2.0193
2.5318,-0.8261
2.3084,-1.4849
2.5969,-0.86013
2.5126,-1.2871
2.5686,-1.3263
2.5634,-1.1995
2.3711,-0.80172
2.378,-1.8069
2.2726,-2.2333
2.411,-0.45439
2.5661,-0.91825
2.4552,-0.85316
2.5853,-0.30945
2.2614,-1.3301
2.5634,-1.6258
2.2108,-2.1738
2.3394,-1.015
2.3558,-0.64598
2.2592,-0.23604
2.3979,-1.4077
2.3814,-1.0726
2.2581,-1.8607
2.4604,-1.0467
2.2596,-0.28226
2.2063,-1.927
2.2555,-0.74585
2.4756,-0.78767
2.2657,-1.5358
2.4265,-1.4681
2.2374,-1.1436
2.5844,-0.46546
2.5324,-1.1198
2.3191,-1.4573
2.4035,-1.5347
2.2122,-1.8869
2.3094,-0.98786
2.4873,-0.76067
2.5838,-1.6621
2.5371,-1.1916
2.3531,-1.8374
2.4689,-0.27661
2.3884,-1.0464
2.2233,-0.80894
2.4055,-0.961
2.3055,-0.47631
2.2845,-0.9108
2.5216,-0.77883
2.3297,-0.91747
2.2802,-1.8049
2.3938,-0.16993
2.4024,-1.8873
2.4087,-0.54001
2.443,-1.392
2.4493,-1.8456
2.482,-0.99254
2.2802,-1.4286
2.4205,-2.3263
2.4014,-1.6449
2.4279,-2.2807
2.5012,-0.72271
2.3523,-0.98955
2.4839,-1.2951
2.5802,-1.5904
2.5925,-1.568
2.5385,-1.2435
2.5458,-0.86591
2.5809,-0.84859
2.5062,-1.4216
2.3338,-0.52531
2.5027,-1.9122
2.2387,-1.0884
2.4345,-1.3473
2.4951,-1.1176
2.4353,-0.60071
2.5315,0.26642
2.2333,-1.7895
2.3114,-1.1715
2.5908,-0.76754
2.542,-1.6542
2.3253,-1.0893
2.3348,-0.65506
2.5123,-1.4217
2.3032,-1.1081
2.2367,-2.0891
2.2388,-1.5952
2.3678,-1.0745
2.4873,-1.9188
2.2997,-2.1421
2.3085,-1.5375
2.242,-0.93881
2.3111,-1.021
2.2926,-0.73293
2.5742,-0.22838
2.3933,-1.8023
2.2676,-1.1882
2.2376,-1.7655
3.5603,-1.4253
3.5401,-1.7428
3.2749,-2.0653
3.4162,-1.269
3.4065,-0.87537
3.2366,-1.1535
3.3972,-1.6928
3.2472,-1.0582
3.5087,-2.0329
3.3942,-0.56234
3.2664,-0.95937
3.4337,-1.6396
3.5467,-1.6236
3.2609,-1.0802
3.2715,-2.4505
3.5425,-0.81493
3.3987,-1.5947
3.2034,-1.45
3.275,-1.6109
3.329,-1.9153
3.5658,-2.2244
3.5396,-1.6011
3.5234,-2.4184
3.2823,-1.3403
3.4635,-1.0278
3.5428,-0.89946
3.2677,-0.49298
3.5275,-0.8273
3.3692,-1.777
3.5581,-2.0979
3.4221,-1.2901
3.25,-1.9259
3.3286,-1.4957
3.2726,-0.93954
3.3493,-1.3647
3.412,-1.4926
3.2979,-0.93442
3.3683,-1.0586
3.4359,-2.2393
3.4106,-2.7754
3.3416,-0.44004
3.4576,-2.5773
3.2545,-1.2709
3.2545,-2.1715
3.3397,-1.4062
3.4104,-1.4025
3.3919,-2.0398
3.4226,-1.256
3.3015,-1.6144
3.3459,-0.41575
3.5637,-1.4207
3.2174,-0.99404
3.482,-1.3771
3.3771,-0.94417
3.2163,-1.2998
3.5979,-0.88431
3.3014,-2.0168
3.3639,-2.2209
3.471,-1.4861
3.5576,-1.1096
3.5968,-0.73418
3.5946,-0.79408
3.3803,-0.297
3.2754,-1.9429
3.3725,-0.80455
3.5949,-2.0574
3.4385,-1.1465
3.3509,-0.91195
3.3026,-1.9098
3.491,-2.1322
3.5242,-0.34575
3.2201,-1.9606
3.5205,-0.79202
3.2782,-2.3273
3.5414,-2.1188
3.3069,-1.1061
3.485,-1.1333
3.4068,-1.9802
3.5391,-1.2377
3.5954,-1.4858
3.4532,-2.1711
3.3201,-1.4484
3.3217,-1.2668
3.4329,-1.4797
3.4601,-1.0296
3.4748,-0.66812
3.5281,-1.4573
3.2436,-0.51953
3.3665,-1.4273
3.3535,-0.92309
3.2331,-2.4001
3.5536,-1.3846
3.2884,-3.1376
3.3251,-2.0697
3.4781,-1.9093
3.485,-1.819
3.35,-0.78088
3.4021,-2.0323
3.4576,-2.1754
3.2831,-1.3228
4.4736,-1.5406
4.2692,-1.4713
4.5698,-1.8461
4.383,-1.9435
4.2727,-1.1584
4.3819,-1.8615
4.4869,-0.99798
4.2244,-0.78238
4.3007,-1.6702
4.2916,-1.6795
4.3784,-2.2222
4.5066,-2.437
4.5195,-2.2906
4.4271,-1.4088
4.2786,-2.1575
4.4545,-2.6089
4.2534,-2.5083
4.4276,-2.3735
4.5005,-1.4501
4.5149,-2.1276
4.5882,-1.8346
4.3622,-1.005
4.3359,-2.7832
4.5648,-1.7733
4.3226,-1.7093
4.3847,-2.0846
4.4256,-2.4801
4.2401,-1.7142
4.5724,-2.0938
4.417,-1.828
4.5645,-1.4802
4.5385,-1.3425
4.203,-1.2514
4.5667,-1.4168
4.5176,-1.9199
4.4793,-1.5462
4.244,-2.3364
4.5382,-2.0019
4.5456,-1.6194
4.4623,-2.011
4.4014,-2.0614
4.2028,-1.2936
4.536,-2.2749
4.2775,-1.8613
4.5799,-1.8821
4.4516,-1.8991
4.4338,-1.7383
4.5117,-1.8978
4.4682,-1.1682
4.3423,-2.1004
4.2159,-2.462
4.4359,-1.1997
4.2826,-2.2225
4.5397,-2.2768
4.2736,-2.4089
4.5176,-1.7453
4.4336,-1.1429
4.2088,-1.4575
4.4412,-1.3118
4.3342,-1.6808
4.4288,-1.8462
4.5854,-2.0392
4.4842,-1.693
4.2555,-2.3427
4.3536,-2.3785
4.5466,-2.0406
4.5809,-1.4141
4.321,-1.146
4.2318,-1.8507
4.3389,-1.8825
4.4437,-1.6218
4.2769,-2.12
4.3733,-1.434
4.5022,-1.8514
4.2934,-2.3477
4.2387,-1.8831
4.3908,-1.8026
4.427,-1.4116
4.5388,-1.0339
4.5379,-1.8604
4.3973,-1.4283
4.2967,-2.2275
4.4935,-1.8064
4.5956,-2.7252
4.5519,-1.3705
4.5414,-1.7819
4.5433,-1.3505
4.4302,-0.60242
4.5618,-1.5235
4.594,-2.1215
4.5574,-1.2943
4.3302,-2.1304
4.5871,-2.2787
4.2062,-1.7394
4.4946,-1.7061
4.4964,-1.7976
4.3847,-2.0152
4.456,-2.0025
4.3032,-1.5761
4.5761,-2.1875
5.4128,-2.4267
5.5113,-2.0038
5.3395,-2.8605
5.3699,-1.8242
5.2716,-2.0004
5.5429,-1.8126
5.3532,-1.6753
5.5883,-1.5254
5.563,-2.0496
5.5336,-1.7507
5.3255,-2.6316
5.246,-2.0955
5.4744,-2.0668
5.5879,-2.4527
5.5494,-2.2482
5.3942,-2.4401
5.2595,-2.1792
5.5853,-2.1283
5.364,-2.2541
5.2799,-2.0699
5.4997,-1.7892
5.5318,-2.0196
5.4018,-2.417
5.2879,-2.0783
5.4319,-1.5963
5.4771,-2.1975
5.4191,-2.4847
5.5526,-2.302
5.4588,-1.8305
5.3032,-1.5216
5.4475,-2.1144
5.4138,-1.5786
5.4578,-2.0479
5.2323,-2.2956
5.5096,-2.1141
5.2336,-1.1877
5.2256,-2.1425
5.4703,-2.2565
5.3952,-1.4713
5.4841,-3.1254
5.5704,-2.0194
5.4418,-2.3033
5.2761,-1.8489
5.4317,-1.7101
5.2942,-2.3891
5.4374,-2.3702
5.3304,-2.4331
5.2116,-2.1211
5.3107,-1.7454
5.3782,-2.2202
5.5049,-2.6706
5.3125,-2.4097
5.507,-1.1083
5.2618,-1.9538
5.3112,-2.102
5.384,-1.7514
5.3048,-1.4881
5.4902,-1.3399
5.4622,-1.6583
5.4754,-1.4951
5.5009,-2.4907
5.5854,-1.9446
5.4624,-1.9571
5.3927,-1.7222
5.2616,-2.0271
5.5717,-2.4231
5.351,-2.5915
5.3441,-2.0395
5.273,-1.8114
5.5861,-2.2307
5.4188,-1.8998
5.4464,-1.6656
5.2838,-1.9882
5.2498,-1.7121
5.2888,-2.2879
5.4641,-1.9763
5.2943,-2.1993
5.2446,-1.8438
5.2217,-1.8898
5.3867,-1.7236
5.3995,-1.6476
5.4162,-2.5056
5.2972,-2.2556
5.5762,-2.0578
5.5084,-1.7312
5.3717,-2.0619
5.3318,-2.5424
5.3831,-2.4886
5.4346,-2.0091
5.3326,-2.391
5.5772,-1.7805
5.3301,-2.0019
5.4548,-2.4982
5.3244,-2.5586
5.4457,-2.3769
5.4722,-2.4689
5.3451,-1.8967
5.2794,-2.053
5.3572,-2.6726
5.2178,-2.5633
6.4771,-1.939
6.4747,-2.0307
6.2104,-2.9841
6.4463,-2.515
6.4785,-2.2584
6.4344,-1.9835
6.3891,-2.6365
6.3067,-1.6756
6.5202,-1.9938
6.5795,-2.53
6.5513,-2.9166
6.4035,-2.9789
6.5194,-2.6242
6.4595,-2.0883
6.4505,-2.6117
6.3737,-1.8444
6.2268,-2.6593
6.4578,-1.9015
6.4248,-2.2096
6.3636,-2.8391
6.4128,-2.77
6.3008,-3.0158
6.5567,-2.4147
6.2044,-2.3209
6.3066,-3.1286
6.5326,-2.5803
6.5476,-2.2813
6.2616,-2.2559
6.5021,-2.0304
6.3746,-2.5444
6.3919,-2.2815
6.4207,-2.3006
6.5484,-1.51
6.3864,-2.8263
6.4213,-1.9902
6.2666,-1.9259
6.3152,-1.3753
6.2172,-1.9702
6.3443,-2.3379
6.512,-2.8105
6.548,-2.1663
6.5077,-2.3501
6.29,-1.945
6.3108,-1.8887
6.2702,-2.143
6.4262,-2.7488
6.2562,-1.7539
6.3042,-2.4194
6.2413,-2.3004
6.574,-1.9556
6.5049,-2.5297
6.4579,-2.4799
6.3855,-2.3247
6.2767,-2.6154
6.5134,-1.6178
6.3093,-2.44
6.5141,-2.1616
6.3672,-1.7059
6.4924,-2.1789
6.5246,-2.131
6.5378,-2.2163
6.2689,-1.859
6.23,-2.2522
6.4931,-2.3503
6.2289,-2.8132
6.5762,-2.6016
6.2799,-2.2676
6.4403,-2.77
6.5642,-2.5941
6.5299,-2.3351
6.3091,-2.1226
6.3132,-1.8257
6.4777,-2.484
6.3894,-2.4242
6.5657,-2.4789
6.4729,-2.5733
6.5153,-2.5667
6.2812,-2.6177
6.3708,-2.3618
6.4593,-2.5125
6.3556,-2.6731
6.2811,-2.2278
6.5029,-2.023
6.3362,-2.1823
6.4518,-2.7522
6.4676,-3.1295
6.5769,-2.7978
6.5144,-2.0537
6.3205,-2.4592
6.5271,-1.7617
6.56,-2.5535
6.3642,-1.9625
6.5547,-2.1139
6.3941,-2.1564
6.4759,-2.6236
6.407,-2.434
6.5853,-2.3597
6.3804,-1.9111
6.2429,-1.8007
6.5582,-2.1771
7.4033,-2.4664
7.5111,-2.6248
7.4079,-2.6076
7.387,-2.8723
7.3146,-2.5977
7.4139,-1.8989
7.5686,-2.4204
7.2359,-2.0848
7.5399,-2.3692
7.581,-2.5367
7.4675,-2.9544
7.3588,-2.9621
7.4436,-2.9811
7.5182,-1.7758
7.4661,-2.6161
7.5068,-1.9291
7.2221,-2.3627
7.4602,-2.4783
7.2334,-2.8744
7.307,-1.9364
7.3689,-1.5662
7.3955,-2.0298
7.4492,-1.76
7.2518,-2.3765
7.3847,-2.1857
7.238,-3.0998
7.2377,-2.8683
7.4405,-2.5261
7.3118,-2.4826
7.5125,-2.3557
7.482,-1.8248
7.561,-3.1316
7.4736,-3.1325
7.2375,-2.5383
7.5654,-3.3291
7.5547,-2.6272
7.4211,-2.6609
7.5634,-2.2994
7.509,-3.0058
7.2568,-2.5331
7.4455,-2.5615
7.4991,-2.3622
7.3056,-2.0344
7.3929,-3.4859
7.5538,-3.0098
7.5709,-1.937
7.2901,-2.473
7.5392,-2.2488
7.434,-2.2032
7.3663,-2.1223
7.4486,-2.3585
7.2078,-2.0654
7.3154,-2.474
7.5015,-1.4827
7.4803,-2.313
7.4492,-2.1837
7.4978,-2.5381
7.5973,-3.1771
7.5085,-2.8831
7.2149,-3.0143
7.2664,-1.9667
7.3162,-2.5162
7.3514,-2.0632
7.4514,-2.5606
7.3209,-1.4506
7.5046,-2.5605
7.2974,-2.6555
7.4272,-1.7691
7.5173,-2.4791
7.2694,-3.1827
7.5049,-2.3406
7.3238,-1.7309
7.4349,-2.1549
7.3221,-2.6168
7.4703,-1.4764
7.3844,-2.5217
7.436,-2.7069
7.4602,-1.8847
7.4878,-2.1863
7.4323,-1.5719
7.456,-1.7595
7.3146,-2.3945
7.3994,-2.4922
7.2799,-2.5546
7.5286,-2.7514
7.4916,-2.6996
7.4914,-2.701
7.5276,-3.0691
7.5235,-2.1682
7.2722,-2.69
7.495,-2.8221
7.3064,-2.2889
7.4287,-2.5208
7.4472,-2.2879
7.2788,-1.714
7.3404,-2.2414
7.416,-2.0617
7.3983,-1.9231
7.3969,-2.6028
7.3682,-2.6764
8.5314,-2.3483
8.3796,-2.8969
8.4673,-2.0026
8.4663,-2.8561
8.5162,-2.2355
8.5054,-2.3147
8.4853,-2.1817
8.4011,-2.5675
8.221,-2.8015
8.5583,-2.0726
8.2993,-2.5236
8.5059,-2.386
8.4512,-2.5838
8.2562,-3.1886
8.5438,-2.6457
8.5302,-2.1463
8.2521,-2.5432
8.262,-2.1677
8.3806,-2.378
8.4734,-1.5172
8.575,-2.7129
8.2264,-2.1138
8.5758,-2.8772
8.511,-2.4278
8.4225,-2.4395
8.2742,-2.3154
8.528,-3.005
8.4885,-2.7928
8.3766,-2.6727
8.3337,-2.0768
8.388,-2.9817
8.2791,-2.7865
8.4526,-2.3802
8.5656,-2.9512
8.2316,-3.033
8.2188,-2.1332
8.5254,-1.879
8.2065,-2.1336
8.2826,-2.5353
8.2596,-3.0164
8.4629,-2.2763
8.3088,-2.419
8.3979,-2.6399
8.5673,-2.7307
8.4699,-2.5976
8.5591,-2.8995
8.2812,-1.9768
8.3351,-2.3459
8.2539,-2.4266
8.2976,-3.1675
8.5226,-2.6478
8.5605,-2.8878
8.4837,-2.0579
8.5218,-3.2768
8.5706,-2.2152
8.3173,-2.1423
8.2158,-2.1761
8.5207,-2.4027
8.2928,-2.823
8.2343,-2.5707
8.2293,-2.8207
8.3178,-2.8986
8.4506,-2.6888
8.3332,-2.172
8.2746,-2.2883
8.3446,-2.665
8.3956,-2.2414
8.4321,-2.1697
8.4836,-2.3941
8.3335,-2.1133
8.2018,-3.0481
8.4436,-2.2341
8.4715,-2.2011
8.3943,-2.7564
8.4661,-2.3022
8.4061,-2.4424
8.2005,-2.2412
8.3523,-2.8747
8.479,-2.4627
